soru,cevap,cevaplayan_unvan
"Merhaba ağır cezadan 5 yıl hapis 42660 ytl ceza aldım 2022 de yattım Korona izninder çiktim denetim de bitti ,,,, hastaneye düştüm 100?kalp yetmezliği engelli raporu kimliği aldım, ve para cezası geldi 1095 gün kamuya yararlı işte çalişma verdi sorum şu engelli raporu hapis cezası yatarmi?","Merhaba, kesinleşmiş hapis cezası olan çok ağır ve sürekli bakıma muhtaç olmayan hastalar ve engeli olanlar cezaevine girmekten imtina edememektedir.",Hukuk Bilgi Platformu
Çıkış işlemleri esnasında şirket tarafından ara bulucu ile görüntülü bir şekilde telefonda konuşup bütün haklarımı aldığımı söyledim bunun benim tarafıma dezavantaji olurmu ama elimde şirket tarafından yazılıp imzalanan alacağım haklarimin yazili şekilde evrak bulunuyor,"Merhaba, eğer söylediğiniz gibi bütün haklarınızı aldıysanız bir dezavantajı olmayacaktır.",Hukuk Bilgi Platformu
"Çalışmaya başladığım özel okulda sözleşmemi imzalarken bir örneğini istedim, fakat atamam gerçekleşmediği için henüz veremeyeceklerini söylediler. Fotoğrafını çekmek istediğimde bunun yasak olduğunu belirttiler ve ben sözleşmemi imzalarken eliyleye sayfayı kapatıp sadece alt köşelerini açarak paraf attırırken sözleşmeye göz gezdirmeme bile müsaade edilmedi. Şu an sözleşmemin bir örneğini almak için nasıl bir yol izlemeliyim? Sözleşmenin bir örneğini alırken değiştirilen ya da çıkartılan maddeler olup olmadığını, bana örneğini verirken kendi ellerindekinden farklı bir sözleşme vermelerini önlemek için nasıl bir tedbir almam gerektiğini öğrenmek istiyorum. Tamamen nelere dikkat etmeliyim? Teşekkürler.","Merhaba, Söz konusu çalıştığınız kurumdan, aranızda yapmış olduğunuz sözleşmenin bir örneğini yazılı olarak bir dilekçe ile talep edebilirsiniz. Fakat buna rağmen bir sonuç alamadığınız takdirde noter aracılığı ile söz konusu kuruma ihtarname çekebilirsiniz.",Hukuk Bilgi Platformu
"Merhabalar hocam, sizlere bir kaç sorum olacak. ""KOLAY GELSİN"" adında bir kargo şirketinde 4 yıldır çalışan ""Abdulsamet Güneş""in iş yerinde ki içecek otomatının parasını yuttuğu kamera görüntüleri ile biliniyor ve aradan bir kaç gün geçtikten sonra Abdulsamet Güneş diğer çalışan personellerin yaptığı gibi içecek otomatını sallayarak içersinden bir adet içecek almış ve bunu gören depo müdürü Abdulsamet güneş e kasıt yaparak iş feshine karar verip 46 kodlu hırsızlık suçlamasıyla sigortadan çıkışını yapmış ve tazminatsız bir şekilde işten çıkarılmıştır. Yardımcı olur musunuz ?","Merhaba, işçinin haksız nedenle işten çıkartılması durumunda işe iade davası açılabilmektedir. İşveren anılan fesih sebeplerinden birine dayanarak işçinin iş sözleşmesini feshetse bile söz konusu fesih sebebini mahkemede ispatlamakla yükümlüdür. Söz konusu sizin durumunuzda ise; Abdulsamet Güneş´in işyerindeki içecek otomatının parasını yuttuğuna ilişkin kamera görüntülerini mahkemede delil olarak kullanabilir, işe iade davası açabilirsiniz.",Hukuk Bilgi Platformu
İyi günler. Sorum şu: oğlumu kayderttirdiğim kurum başlangıçta sınıf mevcudu hakkında kesin ve net bir şekilde meb belirlediği bir mevcut söylemişti. Ben de buna binaen kayt yaptrdım. Ancak dönem ortası ve ikinci dönemle birlkte bu sınıf mevcudu arttı. Ve ben buna itiraz ediyorm ancak bu prosedürü istediğimzde değiştirebiliriz deniyor. Ancak ortada mebin verdiği bir prosedür var. Ben buna dayanarak neyapabilirm yardımcı olurmusunız?,"Merhaba, bu konuya ilişkin olarak Milli Eğitim Bakanlığına mağduriyetinizi belirten şikayet dilekçesi verebilirsiniz.",Hukuk Bilgi Platformu
"Merhaba. 6 yıldır aynı yerde çalışıyorum. Maaş ödemeleri asgari ücret üzerinden gösteriliyor. Mesailer , maaş farkları elden veriliyor. Bu sene zam oranlarıni çok düşük tuttular. İşten ayrılmak istiyorum. Ama haklı fesih yapıp haklarımı almak istiyorum. Öncelikle alabilir miyim ? Almak için ilk önce nasil bir yol izlemeliyim ? Teşekkürler.","Merhaba, işçinin ücretinin ödenmemesi veya eksik ödenmesi ya da düzensiz ve geç ödenmesi, işçiye iş sözleşmesini haklı nedenle fesih yetkisi verir fakat işçinin zam isteğinin işverence kabul edilmemiş olması, işçiye iş akdini haklı nedenle fesih hakkı vermemektedir.",Hukuk Bilgi Platformu
Çalışmış olduğum firmada pazar mesaisini ek ödenek olarak bodro ya yansitmislar bu dogrumudur bilgilendirirseniz sevinirim tşk.,"Merhaba, bununla ilgili olarak iş sözleşmesine bakmak gerekir. Firma ile yapmış olduğunuz sözleşmede pazar mesaisinin ek ödenek olarak bordroya yansıtılıp yansıtılmayacağına ilişkin bir hüküm olması gerekir.",Hukuk Bilgi Platformu
İş yerim 4 aydır benden bes için kesinti yapmakta ama bes için herhangi bir ödeme gerçekleştirmiyor bu yüzden istifa etmek istiyorum bu sebepten dolayı haklı fesih gerçekleştirmem mümkün mü ?,"Merhaba, bu konuya ilişkin olarak haklı nedenle fesih hakkınızı kullanabilirsiniz.",Hukuk Bilgi Platformu
"Merhabalar,ben 1999 yılında bir ayakkabı firmasında işe başlamıştım çalıştığım süre boyunca haberim olmadan SSK ya giriş çıkışım yapılmış.2019 yılı haziran ayında sebepsiz işten çıkarıldım,bunun üzerine bende hem tazminat hemde eksik yatırılan günlerin yatırılması için 2019 haziran ayında dava açtım.benim sorum şu,o geçmiş yıllardaki tazminat alacaklarımın hesaplanması,geçmiş yıllardaki tazminat ödemeleri baz alınarak mı hesaplanır yoksa davanın sonuçlanacağı zamana göre mi hesaplanır...vereceğiniz cevap için şimdiden teşekkür ederim iyi çalışmalar.","Merhaba, geçmiş yıllara ait tazminat alacağınız davanın sonuçlandığı tarihte yasal faiziyle size  iade edilir.",Hukuk Bilgi Platformu
"Kiracılı bir ev satın aldık, içindeki kiracı iki sene belki daha uzun çıkmayacağını söylüyor, kendim de kirada oturuyorum ve hem ev kredisi hem de kira ödemek beni çok zorlayacak, tahliye davası açarsan yıllar sürer sen zarar edersin gibi bir söylemi de oldu, gerçekten öyle midir, evi satın aldıktan sonra ihtarname çekip altı ay içinde dava açsam yaklaşık ne kadar zamanda sonuç alabilirim, ihtiyacıma mahkemeyi ikna etmem zor olur mu? Ev emsallerinin çok altında kirada, arttırma da kabul etmiyor cevabınız için teşekkür ederim şimdiden","Merhaba, ihtiyaç sebebiyle tahliye davası açabilirsiniz. Mahkemeyi ikna etme konusunda bir zorluk yaşamazsınız. Çünkü sizde kirada kalıyorsunuz. Tüm bunları mahkemede dile getirebilirsiniz. Fakat kiracı tahliye davası yaklaşık 6 ay ile 1.5 yıl arasında sürmektedir. Dava süresi somut olayın şartlarına ve ileri sürülen tahliye nedenine göre değişiklik arz edebilir.",Hukuk Bilgi Platformu
Merhaba . Benim 57 günlük bebeğim var . Pes ekinovaruslu doğdu. Özel bir hastanede detaylı ultrason yaptırdım . Sözde bütün organlarına bakıldı ama herşey normal dendi . Ben bu durumu doğumda öğrendim dava açma hakkım varmıdır açarsam kazanma ihtimalim varmıdır?,"Merhaba, hekimin ihmali olan durumlarda malpraktis davası açabilirsiniz. Fakat burda önemli olan söz konusu rahatsızlığın sebebinin hekim olup olmadığıdır.",Hukuk Bilgi Platformu
"Merhabalar, kolay gelsin öncelikle. 1 hafta önce ehliyet yetersizliğinden ceza yazıldı. Ceza sadece şahsıma yazıldı ve plakaya yazılmadı. Sadece benim adıma ceza tutanağı tuttu. Ruhsat sahibine olay yerinde cezayla ilgi hiç bir ceza yazmadı ve tutanak tutmadı. Daha sonrada ruhsat sahibine ceza gönderildi. Sadece bununla da kalmayıp orda yazmadığı ekstra bir ceza daha ruhsata yazmış. Bu cezalara itiraz hakkımız oluyor mu, itiraz edebilir miyiz? Şimdiden çok teşekkür ederim, iyi çalışmalar dilerim.","Merhaba, yazılmış olan extra ceza ile ilgili olarak herhangi bir fotoğraf ve delil bulunmuyorsa ve yalnızca ceza tespit tutanağı varsa delil yetersizliğinden itiraz edebilirsiniz.",Hukuk Bilgi Platformu
Çalışdığım firma doğalgaz firması balıkesir edremit akçay mahallesinde kendine yazlık için ev aldı ev harabe bir haldeydi su tesisat boruları patlak her tarafdan su kaçırıyordu ben doğalgaz ustası olduğum halde dışarı ustalara para vermemek için su tesisat tadilatını bana yapdırdı 1ay sonra alt kata su sızdırmış ve alt komşusu patronu mahkemeye vermiş patron şimdi bana diyorki alt komşu mahkemeyi kazanırsa bende seni mahkemeye veririm diyor butun masrafları senden alırım benden alabilirmi bu şekilde saygılarımla kenan akkuş,"Merhaba, siz patronunuzdan su tesisat ve tadilatı için ücret almış mıydınız? Bu iş için aranızda bir sözleşme yapmış mıydınız? Eğer ücret aldıysanız patronunuz ile aranızda usta- tüketici ilişkisi doğacağı için sizin eğer söz konusu işte kusurunuz varsa size rücu etme hakkı vardır.",Hukuk Bilgi Platformu
Merhaba Facebook´taki profil resmim izinsiz olarak oyunlarda avatar olarak kullanılıyor Facebook´a tazminat davası açabilirmiyim..,"Merhaba, evet bu konuya ilişkin olarak tazminat davası açabilirsiniz. Bununla birlikte savcılığa suç duyurusunda da bulunabilirsiniz. Kişisel verilerin hukuka aykırı olarak kullanılması ve yayılması sebebi ile.",Hukuk Bilgi Platformu
Evlilik birliğimin temelden sarsılması nedeniyle açtığım davada 11 ay sonra hakim delil yetersizliğinden red kararı verdi gerekçeli kararın daha tebliği yapılmadı benim merak ettiğim dava içinde sunduğum deliller içinde boşanma protokolüydü ve ilk iki maddesinde evlilik birliğinin temelden sarsılması sonucunda mal paylaşımına gitmemiz yazıyordu ve çocuk yok tazminat yok bir tek en son maddede ayrı katlarında yaşadığımız dubleks evimizin satışı gerçekleşince davalı anlaşmalı olarak boşanacağını ifade etmesiydi 26 haziran 2023 davayı açmış 25 temmuz 2023 yese protokolü imza altına almış ve mahkemeye sunmuştum 2 iç davada protokolü baskı altında imzaladığını sadece ifade etmişti daha sonra tapu onun üzerinde olduğu için mala tedbir koyup mal rejimi davası açtım 25 eylğl 2023 günü verildi boşanma davasına baskı altında imzaladığım deşiği protokolü mal rejimi davasına 25 martta beyan dilekçesi adı altında birbirimizi İbrahim ettiğimizi ifade eden bir dilekçeyle delil olarak sunmuşlar boşanma davasında bunu ifade ettiğimiz halde hakim bu şekilde çözülemeyiz dedi ve bu olayı görmezlikten gelip boşanma davamın delil yetersizliğinden reddine karar verdi ne yapmam gerekiyor kafam karıştı istinafmı yoksa itiraz etmeyip fiili boşanmamı birde protokolün bu şekilde ayrı ayrı kullanılması yardımcı olursanız sevinirim,"Merhaba, bu konuya ilişkin olarak ilk derece Mahkemesinin vermiş olduğu kararı istinaf edebilirsiniz.",Hukuk Bilgi Platformu
Elimde ABD de bulunan bir bankanın bana göndermiş olduğu mektup var Uluslararası para fonu onay ı alabilmem gerekiyor bana nasıl yardımcı olursunuz ? Saygilarimla!,"Merhaba, bu konuya ilişkin olarak banka ile görüşmeniz gerekiyor.",Hukuk Bilgi Platformu
25 yıllık kontratım var kiraladıgım yer cok kötüydü tadilat yapıcagım için uzun süreli kontrat yaptım cocukları devralmiş 5yıldır burdayım beni cıkartabilirlermi,"Merhaba, yeni malik olan çocukları, taşınmazın maliki olduğu tarihten itibaren 1 ay içinde, taşınmazın yeni maliki olarak ihtiyacı sebebiyle taşınmazın tahliyesini talep ettiğini size yazılı şekilde bildirmek zorundadır. İhtar aracılığı ile yapılan bu bildirimin ardından, yeni malik 6 aylık sürenin sonunda tahliye davası açabilir. Fakat burda asıl önemli olan ihtiyaç sebebini kanıtlayabilmesi gerekir.",Hukuk Bilgi Platformu
"Geciken 6 aylik çocuk nafakasını ödememe rağmen ve eski eşim feragatname imzalamasina rağmen avukatı açık dosyayı kapatmayip , 1 hafta bekletip benden 8500 TL vekalet ücreti aldı. Harç parasını ödeyip bankadaki blokeyi kaldırabileceğimi söyledi. ( 2023 ekim´de). Vekalet ücreti ödememe rağmen tekrar aynı doyafan para talep ediyorlar. Takip eden ayların ödemelerinin de dekontlari mevcut bende. Ne yapabilirim.","Merhaba, bu konuya ilişkin olarak icra takibi yaparlarsa itiraz edebilirsiniz. Süresi içinde itiraz ettiğiniz takdirde icra takibi durur. İtirazınızı söz konusu borcu ödediğiniz gerekçesi ile yapabilir ve elinizdeki dekontları ödediğinize dair delil olarak kullanabilirsiniz.",Hukuk Bilgi Platformu
2018 Ağustos ayindan buyana aynı atresde isyerimiz aktif olarak perakende ve toptan olarak faaliyet gösteriyoruz bu isyerimiz in yanında bitişik dükkanda ve benim kiracısı oldusgum dükkan sahibimiz qynis kiisidir benimle bitişik olan dükkan tutulma sebebi.depo olarak hastane işleri yapan bitkisi tarafından kiralandı fakat Kasım ayi gibi bu kişi benim ne satıyorsam aynı utunleri m üzerine giyim açtı bu konuda biz kişiden şikayetçiyiz ne yapabiliriz yardımcı olabilirmisinz,"Merhaba, eğer sizin satmış olduğunuz ürünler kendi markanız ürünü ise ve karşı taraf da bu ürünleri satıyorsa o takdirde; sınai haklar hukuk mahkemesinde marka hakkına tecavüz davası açabilirsiniz.",Hukuk Bilgi Platformu
"Merhabalar, Benim sigorta girişim 01.10.1998 tarihinde 16 yaşında babamın iş yerinde oldu. O dönemde SGK kendi yönetmeliğinde sigorta girişimle alakalı sorun yok. Fakat SGK 2013 yılında aleyhime bir genelge yayınlarak 18 yaş altı babamin yanında çalıştığım icin vasi izni ile hazırlanmış bir hizmet akdi ve bu hizmet akdinde hakim onayı şartı olması gerektiğini söylüyor. Kamu denetçiliği kurumu ise bu genelgenin hukuka ve hakkaniyete aykırı olduğuna karar verdi. Ayrıca lehime Yargıtay içtihadı birleştirme kararıda var. Benim normalde emekliliğime 1 sene 3 ay var ama ben normal emeklilik başvurusu yaptım ve hakim onayı olmadığı gerekçesiyle red cevabı aldım. Yani SGK 43 yaşında emekli olmam gerekirken 60 yaşında olacağımı söylüyor. Size sormak istediğim nasıl bir yol izlemeliyim? Önce kamu denetçiliği mi basvurayim yoksa direk mahkeme yoluna mi gitmem gerek? Son olarak davayı kazanma ihtimalim sizce nedir Kolay gelsin,iyi çalışmalar..","Merhaba, öncelikle kamu denetçiliğine başvurup ordan sonuç alamadığınız takdirde dava açabilirsiniz. Zaten bu konuda lehinize yargıtay içtihadı birleştirme kararı(asli kaynak) olduğu için hakim bunu dikkate almak zorundadır.",Hukuk Bilgi Platformu
Bir fabrikada özel güvenlik görevlisi olarak çalışıyorum. Çalıştığın is yerinde asıl iş veren adına çalışanlardan düşük ücret alıyoruz. Bunun dışında ikramiye fazla mesai ücretleri pirim gibi uygulamalardan fazla mesai hariç hiç bir ücret ekinden faydalanmıyoruz. Sorum şu biz alt isveren çalışanı olarak diğer işçiler gibi bayram.ikramiyesi ve pirim gibi ücretlerden faydalanma hakkımız yokmudur.,"Merhaba, her çalışanın ayrım gözetilmeksizin bayram ikramiyesi ve prim gibi ücretlerden faydalanma hakkı vardır.",Hukuk Bilgi Platformu
Merhaba iş mahkemesi için bi avukat ile mahkeme açtık ilk duruşma oldu ikinci için gün verdiler sormak istediğim ben davadan vazgeçmek istesem sonuçları ne olur acaba bu firmada tekrar çalışmak istiyorum haliyle davalık olduğum için böyle bir imkan yok sizce nasıl bir yol izlemeliyim,"Merhaba, kişi dilediği zaman açtığı davadan vazgeçme hakkına sahiptir. Fakat davadan vazgeçilmesi durumunda aleyhine hüküm verilmiş gibi yargılama giderlerine hükmolunur.",Hukuk Bilgi Platformu
"ÖNCELİKLE HAYIRLI AKŞAMLAR SAYIN AVUKATIM.MİRAS İLE İLGİ SORUM OLACAK CEVAPLARSANIZ ŞİMDİDEN TŞK EDERİM. ANNEM 90 YAŞINDA OKUR YAZAR, 4 KARDEŞ TEK ERKEK KARDEŞ OLAN DAYIM ANNEM VE TEYZEMLERDEN ÇOK ESKİDEN İMZA ALMIŞ, NE İÇİN İMZA ALINDIĞI BELLİ DEĞİL AMA .BÜYÜK İHTİMALLE MİRASTAM FERAKET ETMELERİ İÇİNDİRKİ ANNEM TARAFINDAN ANNEME HERHANGİ BİR TAŞINIR VEYA TAŞINMAZ İNTİKAL ETMEDİ VERİLMEDİ.DAYIM RAHMETLİ OLUNCA DA HERHANGİ BİR İNTİKAL OLMADI.ANNEMİN SOYUNDAN HAKLARINI ALABİLİNİRMİ ANNEM BU KONUDA DAVA AÇABİLİRMİ CEVAPLARSANIZ MEMNUN OLURUM..SAYGILARIMLA..","Merhaba, söz konusu sizin durumunuz için birden çok alternatif yol bulunmaktadır. Her ne kadar anneniz zamanında mirastan Feragat sözleşmesini imzalamış olsa da iradesi sakatlanarak imzaladığı için yani neye ne amaçla imza attığını dahi bilmediği için irade sakatlığından dolayı dava açabilir. İkinci bir yol ise şudur; Annenize imzalatılan belgenin ne olduğunu tam olarak bilmiyorsunuz ama eğer mirastan feragat sözleşmesi imzalatıldı ise mirastan feragatin 2 farklı türü bulunmaktadır. -ivazlı mirastan feragat: Kişinin bir menfaat karşılığında miras hakkından kendi iradesi ile vazgeçmesidir. Yani örneğin; mirasbırakanın hayatta iken mirasçısına bir daire vermesi karşılığında mirasçının, miras payından vazgeçmesi bu kapsamda değerlendirilir. Eğer ivazlı feragat söz konusu ise; bu durum feragat edenin altsoyunu da etkiler. Fakat eğer -ivazsız feragat söz konusu ise; yani söz konusu sizin durumunuzda dayınızın Annenize imzalattığı sözleşme ivazsız feragat sözleşmesi ise; yani anneniz, herhangi bir menfaat elde etmeden miras hakkından feragat ettiyse bu durumda siz altsoyu olarak Annenize düşecek olan payı altsoyu olarak sizin talep etme hakkınız bulunmaktadır. Çünkü ivazsız feragat sözleşmesi sadece feragat edeni bağlar, altsoyunu bağlamaz. Bu sebeple ister anneniz adına işlemin irade sakatlığı sebebiyle iptalini isteyebilirsiniz. Veya dilerseniz altsoyu olarak mirası siz talep edebilirsiniz.",Hukuk Bilgi Platformu
"Ev sahibi yim. Altsoyum ihtiyaç gerekçesiyle ,kiracıma noterden onaylı ihtarname gönderdim. Kiracım çıkıyor ve kızım taşınacak. Kızım bazı nedenlerden dolayı(işyerine uzaklık/eğitim gibi)evden çıkarsa yeniden başkasına kiraya verebilir miyim? Sadece ihtarname ile çıkan kiracımın, bana dava açmasına hak doğar mı? Teşekkürler.","Merhaba, ihtiyaç nedeniyle tahliye edilen kiracının tahliyesi gerçekleştikten sonra kiraya veren nezdinde ""yeniden kiralama yasağı"" söz konusu olur. Kirayaveren; tahliye edilen taşınmazı 3 yıl boyunca, haklı bir sebep olmadıkça, tahliye edilen kiracıdan başka bir kişiye kiralayamaz. Eski kiracı tarafından söz konusu bir şikayet durumu olduğu takdirde; eski kiracıya bir yıllık kira bedelinden az olmamak üzere tazminat ödenmesi gerekir.",Hukuk Bilgi Platformu
Boşanmak istiyorum fakat karnımda doğmamış çocuğum var boşandıktan sonra çocuk annede mi kalır babadamı,"Merhaba, yeni doğmuş bir bebeğin emzirme dönemi olmaktadır, anne bakımına muhtaç bir yaştadır, bu nedenle olağan dışı bir neden olmadıkça yani annenin herhangi bir kötü alışkanlığı yoksa çocuğunun ruhsal, psikolojik veya fiziksel gelişimini olumsuz etkileyecek bir durum söz konusu değilse velayet anneye verilmektedir.",Hukuk Bilgi Platformu
Merhaba 25.12.2023 tarihinde yıllık izindeyken çalıştığım projenin takım lideri beni toplantıya alarak projenin küçüldüğünü bu yüzden benim projemin değiştirileceğini söyledi. 18.01.2024 tarihine kadar aynı projede çalışmaya devam ettim ve 3 farklı projeyle görüştürüldüm birinden olumsuz yanıt geldi sebebini sorduğumda cevap alamadım. 17.01.2024 tarihinde konuştuğum iki projeden de bilgi gelmedi. Proje değişikliğin yapılmadığı halde 18.01.2024 tarihinde saat sabah 10’da whatsapp üzerinden takım liderim sistemimin kapatıldığını yetkilerimin alındığını söyledi.Ve ben gerçektende çalışamıyorum şuanda. Bilgi istediğimde ik seninle iletişime geçecek dedi. İk yetkilisine defalarca durumumu öğrenmek adına mail attım fakat hiçbir dönüş alamadım. 170 ile görüştüğümde noterden ihtarname gönderebiliceğimi söyledi notere gittiğimde ters etki yapabilir öncesinde bir avukata danışın denildi bu yüzden size yazıyorum yardımcı olursanız çok sevinirim. Ben bu durumda nasıl bir yol izlemeliyim.haklarımı almadan istifamı vermek istemiyorum.,Merhaba bu durumu öncelikle söz konusu projenin takım lideriyle görüşebilirsiniz. Sonuç alamadığınız takdirde haksız nedenle çıkarıldığınız için tazminat alabilirsiniz.,Hukuk Bilgi Platformu
"Arkadaşım internet üzerinden tanıştığı birinden 10 adet kuru sıkıdan dönme tabanca almış ve çevirmede yakalanmış kendisi tutuklandı 4 aydır tutuklu , savcı bunu 6136 sayılı kanunun 12 maddesinden silah ticaretine sokuyor ancak arkadaşımın ticaret yaptığına dair hiçbir somut delil yok alıcı yok telefon düğünlerde atmak amacıyla almış sorum şu ki 1. İlk mahkemede tutuksuz yargılanır mı? 2. 13. Madde olan bulundurmaya sokabilir miyiz? Not: Arkadaşımın ilk suçu ve daha önce karakolla hiçbir işi bile olmadı","Merhaba, arkadaşınızın üzerine atılı suç bir katalog suç olup, tutukluluk kararı verilmesi mümkün olan suçlardan biridir. Fakat bu durum somut olayın içeriğine göre de değişkenlik gösterebilmektedir. Tutuklu yargılanması için; kuvvetli suç şüphesinin varlığını gösteren somut kanıtların olması ve şahsın kaçma şüphesinin bulunması gerekir. Hakim bu koşulların varlığını hesaba katarak karar verecektir. Fakat arkadaşınızın 10 adet kuru sıkıdan dönme tabanca aldığını söylüyorsunuz burda zaten silah ticareti suçuna girme sebebi miktarının fazla olması. Yani bulundurma suçu olabilmesi için arkadaşınızın neden 10 adet silah bulundurduğunu sağlam gerekçelerle açıklayabilmesi gerekir.",Hukuk Bilgi Platformu
Rehberliğiniz için teşekkür ederim. Ben İranlıyım. vinç operatörü. Şu anda sadece 3 aylık vizem var. Konuştuğum işveren bana çalışma vizesi verecek. İşveren kimlik numarası olmadan bana çalışma izni alabilir mi? Yoksa önce kimlik numarası alıp çalışma vizesine mi başvurmalıyım? Çok teşekkür ederim,"Merhaba, çalışma izni ikamet izni yerine sayıldığı için süresi devam ettiği sürece ikamet izni alınması gerekmemektedir. Ancak çalışma izninin süresinin dolması halinde ikamet izni gibi 10 gün daha yasal hakkınız olup bu süre içinde amacınıza uygun ikamet izninize başvuru yapabilirsiniz.",Hukuk Bilgi Platformu
Merhabalar size sorum şu şekilde umarım cevaplayarak yardımcı olursunuz????Benim babam ve amcam ortak olarak tam bilmiyorum şu an yıkını ama yaklaşık 1992 yıllarında falan ortak bina yaptırmışlar. Bina yapılıken en üst kata amcam 1+1 ve babam 1+1 olarak bölmüşler çatıyı ve amcam daha sonra kendi tarafını yaptırmış ve bizim taraf yapılacak olarak kalmış. Bu arada bina hisse tapulu. Sonra amcam kendi oturduğu dairesini birine sattı yıllar sonra çatıyı başka birine sattı dükkanınıda başkasına sattı ve taşındı. Daha sonra biz bizim taraf olan çatı kısmını yaptırmak istedik ancak amcamın dairesini sattığı kişi yapılırsa şikayet ederim tehtidinde bulundu onlarında orda payı olduğunu söyledi. Tapuda hisse olarak babamın payı daha fazlaymış. Şimdi benim sormak istdiğim yıllar sonra amcamın dairesini sattığı kişi daireyi alırken sadece daire kadar para ödemiş ve çatı için herhangi bir ödeme yapmamış hakkı olmamış yani. Bizim taraftan hak talep edebilirmi yinede ? İmar barışı üzerinden herkes kendi hakkı olan kısım için ödemelerini yapmıştı ama kat mülkiyetide alınması gerekiyordu o yapılmadı binada. Bu durumda biz babamla amcamın ortak olarak yaptırdığı çatı katı için ne yapabiliriz yaptırmak istiyoruz nsıl bir yol izleyebilirz hakkımızı nasıl alabilriz? İnşallah cevaplarsınız????Şimdiden çok teşekkürler.,"Merhaba, kat mülkiyeti kanunun 4.maddesine göre çatılar ortak alan olarak kabul edilir ve yine aynı kanunun 19. Maddesine göre: Kat maliklerinden biri, bütün kat maliklerinin beşte dördünün yazılı rızası olmadıkça anagayrimenkulün ortak yerlerinde inşaat, onarım ve tesisler, değişik renkte dış badana veya boya yaptıramaz.Yani ortak alanda herhangi bir değişiklik yapılmak istendiğinde bütün kat maliklerinin beşte dördünün yazılı rızası gerekmektedir.",Hukuk Bilgi Platformu
bulunduğum bölgede kiralar 10 bin ile 18 bin lira arası benim daire cadde üzeri bürüt 95 metre asansörlü her şey yakın kira 2000 den 2500 e çıkardı bende 5000 dedim kabul etmedi kira uyarlama davası avukata açtırsam kazanabilirmi teşekür ederim.,"İyi Günler ,kiracınızın kaç yıldır kirada kaldığını yazmamışsınız. Kira tespit ve kira uyarlama davalarında kiraya veren ile kiracı arasında yapılmış olan kira sözleşmesinin kaç yıldır devam ettiği önem arz etmektedir. Normal şartlarda TBMM Genel Kurulunda kabul edilen 23.madde ile konut kiralarında uygulanacak kira artışını yüzde 25 ile sınırlayan düzenleme 1 Temmuz 2024´e kadar uzatıldı. Söz konusu uygulama, bir önceki kira yılına ait kira bedelinin yüzde 25´ini geçmemesi koşuluyla geçerli fakat siz söz konusu bölgede kiraların 10-18 bin lira arasında olması sebebiyle sizin dairenizin 2.500 olması rayiç değerlerle arasında uçurum fark oluşturması sebebiyle dava açabilirsiniz.",Hukuk Bilgi Platformu
Öncelikle iyi günler ben birine önce bin tl para borç olarak verdim yakın zamanda ödeyeceğini söyleyip ödemedi ardından intihar edicem sıkıntıdan gibi konuşmalar yaparak benden 6 bin tl daha borç istedi defalarca bu kez veremem söylesem de yoğun ısrar üstüne ve söz vererek ayın 30.11.2023 tarihinde kessin ödeyeceğini söyleyip ödemeyip iddia´ya yaptırdığını söyledi. Dava açma hakkım varmı?,"Merhaba Ve.... Bey, evet dava açabilirsiniz. Fakat asıl önemli olan verdiğiniz paranın ispatı olacaktır. Eğer söz konusu parayı banka aracılığı ile havale ettiyseniz bunun ispatı kolay olacaktır eğer parayı elden verdiyseniz bu durumda ispat etmeniz zorlaşacaktır fakat WhatsApp üzerinden veya herhangi bir mail aracılığı ile borçluya borcunu ikrar ettirerek de dava açtığınız takdirde elinizde takdiri delil olacaktır.",Hukuk Bilgi Platformu
Hic ihtiyac olmadığı halde binadan bir kaç kat maliki jeneratör alalim deyip bir kisim kat maliklerinide ikna ederek jeneratör alımi yapıldı ama ben kesinlikle ret ettim ve hic bir onay vermdim bizim bölgemizde alt yapı sorunu ve enerji sorunu yoktur alınan jeneratöre hiç bir ihtiyaç yoktur ve bu jeneratörle ilgili hiç bir bilgi verilmedi fiyat ve özellikleriyle ilgili sadece jeneratör aldık aylık şu kadar ödeme yapılacak ama ben buna kesinlikle katılmadım ve onay vermedim benden bu ödemeyi alabilirlerdi saygilar,Kat mülkiyeti kanununa göre çoğunluğun aldığı karar uygulanır eğer jeneratör oy çokluğu ile alındıysa geçerli olur fakat yönetici bir ürün satın aldığında o ürünün fiyatını 3 farklı yere sorması ve kat malikleri için en uygununu almak ve kat malikleri ile bunu paylaşmak zorundadır.,Hukuk Bilgi Platformu
Merhaba bana yardımcı olursanız sevinirim.Eşi ile birlikte anlaşmalı boşanmaya giderken bayanın birden vaaz gecmesi ve eşi tarafından bir tokat atması bayanın şikayette bulunması ve dava acılmış bu arada bu davada boşanma davsıda bakılırmı yoksa beni bu kişi kandırıyor mu en kısa zamanda bana bilgi verirseniz çok sevinirim Çok teşekkür ederim,Merhaba anlaşmalı boşanmadan eşlerden biri vazgeçerse diğer taraf çekişmeli boşanma yoluna gidebilir ve söz konusu durumda bayanın şikayette bulunması sonucu ceza davası ile birlikte çekişmeli boşanma davası görülmeye devam edebilir.,Hukuk Bilgi Platformu
