soru,tarih,cevap
Merhaba. Bir apartta kiracı olarak kalıyorum. Apart sahibi gündüzleri kaloriferleri açmıyor. Sadece akşam belirli saatlerde yakıyorlar. Bu durumdan şikayetçi olduğumuzu sözel olarak belirttik ancak değişen bir şey olmadı. Yasal olarak yapabileceğim bir şey var mı?,11/30/2022 3:55:03 PM,"Merhaba. Yaşanılan durumla ilgili olarak, belediye başkanlığı zabıta birimlerine veya Turizm Bakanlığına başvuruda bulunabilirsiniz."
1 ay falan oldu yeni daire aldik tadilat falan yaptik tam olarak taşıalı 10 15 gun oldu kombiye falan baktırmak icin servisi cagirdik kombi yanikmis ben alirken ev sahibi saglam dedi simdide yalan atip duruyor bunu tuketici haklarina sikayet edebilirmiyim,11/27/2022 1:31:07 PM,Merhaba. Eğer bir emlak şirketinden almışsanız tüketici hakem heyetine gidebilirsiniz. Şahıstan aldıysanız dava hakkınız vardır.
bir kamu kurumunda önceki idarecinin yaptığı yanlış uygulamanın düzeltilmesi için müracat edilmesi halinde sonra göreve başlayan idareci benden önce yapılmış bir işlem geriye dönük işlem yaparak düzeltemem diyebilir mi?,11/22/2022 2:18:01 PM,Merhaba. İdari işlemlerde yapılan yanlış uygulamanın niteliğine göre en kısa sürede düzeltilmesi veya ortadan kaldırılması gerekir. İşlemin niteliğine göre detaylı bilgi verebiliriz.
İyi günler diliyorum. Son zamanlarda yaşanan kiracı ev sahibi arasındaki itilaf ile ilgili bir sorum olacaktı. Ben aynı binada 4 yıldır ikamet ediyorum. Tüm bina iki kardeşe ait toplam 72 meskenden oluşuyor. Ev sahibim usulsüz olarak Eylül ayı itibari ile %115 Kira zammı uyguladı. Benimle birlikte 7 kişi bu durumu kabul etmedik ve halen devletin belirlediği %25 zam oranı üzerinden ödeme yapmaktayız. Katı yakıt la ısınıyorduk bu yıl doğalgaz sistemine geçildi. Ev sahibi tüm binaya iç dış tesisat döşeyerek kombileri taktırdı. Ancak sadece Kira artış oranını uygulamayan bizim evlerimize sayaç taktırmadı ve abonelik işlemlerini başlatmadı. Zorlu enerji ile yaptığımız yazışmada 36. Maddeye göre sadece ev sahibinin tapu ile başvuru yapabileceği tarafımıza bildirildi. Ailecek bizleri şu kış gününde mağdur durumda bırakıyor. Avukata başvurduk hatta bize yol gösteren sulh hukuk hakiminin izlenecek adım olarak ev sahibinin bu yetkisinin kiracıya devredilmesine yönelik talebi ile dava açılması ile girişim başlatmak istedik. Ancak avukatımız araştırma yaptığını bu davada pek çıkış yolu bulamadığını söyledi ve süreci uzatacak başka yollar önermektedir. Muarazanın meni davası açma yoluna başvurmak gerektiğini söylüyor. Konu kış ayı olması sebebi ile hayati öneme sahip ancak biz bir yol katedemiyoruz. Sulh hukuk hakiminin hangi maddeden dava açmamızı kastettiğini bize soruyor. Onu öğrenin diyor. Burada tıkandık hakimede etik olmadığından tekrar başvurup soramıyorum.Konu ile ilgili bir yardımınız olursa elinizde bir ictihat kararı varsa memnun olurum. Ev sahibine ayrıca Ceza davası da açmak istiyorum nasıl bir yola başvurmam gerekiyor. Saygılar.,11/21/2022 9:05:39 PM,"Öncelikle bu hususta bina yönetim kurulu kararı gereği tesisatın çekilmesi gerekiyor. Bu işlemi de ev sahibinin yapması gerekiyor. Bu işlemi yapmaya yanaşmayarak sizi evden çıkarmaya yönelik eylemi hukuka aykırıdır. Bu aykırılık kapsamında uğrayacağınız zararlar nedeniyle tazminat davası açma hakkınız vardır. Bunun dışında ne yazık ki ev sahibinin sözleşme hürriyeti ve işlemler kapsamında cezai bir sorumluluğu bulunmamaktadır. Yani ev sahibinin eylemleri herhangi bir suç teşkil etmez. Yönetim kurulunca alınan karara ev sahibinin de uyması gerekmektedir. Kat Mülkiyeti Kanunu’nun 6/4. Maddesi gereği “Bağımsız bölümlerin başkasına devri, kayıtlanması veya kiralanması halinde, eklenti- ler ve ortak yerler de kendiliğinden devredilmiş, kayıtlanmış vaya kiralanmış olur.” Ancak ne yazıkki doğalgaz şirketleri tesisat çekimi için kiracıyı yeterli görmemekte ve bu hususta ev sahibinin tesisat çektirmesi gerektiğini belirtmektedir. Bu hususta sözleşme hürriyeti kapsamında doğalgaz şirketine bir zorlama yapılamaz. Dava yolu ile ev sahibinden bu yetkinin alınması işlemini çok hızlı ve çözüm odaklı bir yol olarak görmüyoruz. Bu hususta kapsamlı yardım için size (diğer kiracılarla birlikte) danışmanlık hizmeti verebiliriz. İzleyeceğimiz yol sizin en hızlı ve en az zararlar bu süreci atlatmanızı sağlayacaktır."
"Bir ıcra dosyası ile ilgili avukatlık bürosu ile borç ödemesi ile ilgili anlaştım,bu zaman zarfında odemellerimi düzgün yapmasamda ay içinde taksit ödemelerini yaptım maalesef ödeme yaptığım hâlde borcunu odemedi diye mahkemeye suç duyurusunda bulunulmuş, ekstradan para istenildi, avukatlık burosunu değiştirebilme imkanım varmı, avukatlık bürosu bankanın anlaşmalı olduğu büro",11/21/2022 1:59:36 PM,Merhabalar. Avukatlık bürosu ile icra harici borç ödeme anlaşması kapsamında taksit geciktirmeniz halinde herhangi bur suç duyurusunda bulunulmaz. Konu hakkında yanlış anlaşılma olabilir. Bu nedenle tekrar detaylı konuşma yapmanızı öneririz.
Çalışmış olduğum firmada 1.5 ay kadar çalıştım sigorta girişimi yapmadığı için ayrıldım ama ayrıldıktan sonra firma yetkilisi satış primlerimi ve maaşımı vermedi kendisinden istediğimde halledicem diyip geçiştirdi cimere şikayette bulundum kendisinden icra yoluyla 17.250₺ olan satış primlerimi alabilir miyim?,11/18/2022 10:29:00 AM,"Merhaba. Alacağınızla ilgili dava sürecini başlatıp, tüm alacağınızı alabilirsiniz. Konu ile ilgili yardımcı olmak isteriz."
Merhabalar yaklaşık olarak bir ay eşim bir sitenin temizlik işlerini çöpünü felan attı bir görevli buldular eşimin ne maaşını veriyorlar nede sigortasını yaptılar bukonuda ne yapabilirim dava etsem kazanma şansın ne olur parasinda deyilim harcanan emekteyim,11/17/2022 5:48:37 PM,"Merhaba. Eşinizin çalıştığı süreyle ilgili olarak iş davası açabilir, sigorta primleriyle ilgili olarak da ihbarda bulunabilirsiniz."
"Sayın ilgili, Benim 1/2 hissem olan bir daire var, Dairede ikamet eden kişi vefat etti,ben mirasçısı değilim, Vasiyetnamesi var ,dolayısı ile henüz mirasçılık belgesi yok,vaziyette ismi geçen kişi evin anahtarını almış ve eve girersen haneye tecavüz ile konut dokunulmazlığını ihmalden dava etmekle tehdit ediyor, Ben eve nasıl girerim, Saygılar,",11/14/2022 11:12:01 AM,Merhaba. Kiracınız evde tek yaşarken vefat etmiş ise eşyalarını bir depoya kaldırarak (güvenli bir şekilde) evinizi kullanabilirsiniz. Ancak ailesi ile kalıyorsa ancak ihtar süreçlerini tamamladıktan sonra evi teslim alabilirsiniz.
izal_e şuyu davasinda tesbit edilen değerin altında fiat verebilinirmi,11/13/2022 9:16:21 PM,"Merhaba. İzale-i şüyu davasında, bilirkişinin tespit ettiği değer üzerinden açık arttırma yapılır. Bu açık arttırmanın niteliğine göre tespit edilen değerin altında da satış oluşabilir. Konu ile ilgili detayları öğrenebilirsek daha net yardımcı olabiliriz."
Selamm.. Ben arabamı yetkili özel servise komple motor rektefe yaptırdım 45000 TL para harcadım iki kez motor indirdiler ama düzen tutmadı şimdide her yerinden yağ kaçırıyor 1 yıl garanti verdi ama hatasını kabul etmiyorlar hakkımızı alabilirmiyiz...,10/31/2022 3:25:17 PM,"Merhabalar. Yetkili servise yaptırılan tamiratlarla ilgili olarak, yetkili servisin kusurunun tespiti halinde tazminat davası açılabilir. Bu konuda müracaatınız halinde size yardımcı olabiliriz."
Iyi günler Isyerimde bazi yapilan haksizliklari dile getirdigim icin mutfak şefi herkes icinde bana küfür ederek onurumu zedeleyerek beni isden kovdu bu durumda ne yapmalıyım,10/30/2022 9:03:37 AM,"Merhaba. Haksız bir işten çıkarma söz konusu olduğu için, işe iade davası açabilir veya kıdem ve ihbar tazminatı talep edebilirsiniz. Ayrıca küfür olayı ile ilgili de Cumhuriyet Başsavcılığına şikayette bulunabilirsiniz."
Uşakta çalışmayan taş ocağımda sac imalat malzemeleri kesilip çslınırken yakalandı .Tesbit yaptırdım ceza davası devam ediyor.Ankara’da oturuyorum alacak davasını burda açabilirmiyim.Teşekkür ederim.,10/22/2022 12:32:48 PM,Merhaba. Ne yazık ki bu tip davalar borçlunun ikametgahı mahkemesinde veya fiilin işlendiği yer mahkemesinde açılmaktadır. Ankara'da dava açma imkanınız bulunmamaktadır.
Eşyalı olarak kiraya verdiğim dairemde kontrata yazmadigimiz eşyaları alabilirmiyim,10/21/2022 3:43:24 AM,Merhaba. Kontratta belirtilmeyen eşyaları almanız mümkün. Ancak burada kiracı evde oturmaya başlamış ise zorla evden eşyaları alma gibi bir işlem yapamazsınız.
Marhaba ben eşimle hiç anlaşmıyorum ve boşanmak istiyorum yalniz protkol yapmak istyorum kabul ediyor ancak sonra cayıyor bana ev al diyor ve ben asgarî ücret ile kirada ev gecindiryorum. Nasıl ne yapcagimi bilmiyorum.,10/18/2022 9:14:01 PM,Merhabalar. Müracaatınız halinde boşanma sürecini takip edebiliriz. İki tarafında boşanmayı kabul etmesi durumunda karşılıklı olarak görüşmeler neticesinde uygun şartları sağlayıp anlaşmalı boşanma işlemlerini yürütmeye gayret gösteriyoruz.
Merhaba babamdan kalan dükkanımızda başka kişiler izinsiz oturuyormuş savcılığa verdim sorun arsa tapusu olan binanın hangi bölümünde dükkanımızın olduğunu bilmiyorum savcılık tahliye kararı verdi ama ben hangi dükkan bizim bilmiyorum ne yapabilirim? Teşekkür ederim,10/18/2022 2:39:50 PM,"Merhabalar. Tapu Müdürlüğüne tapunuzla başvurup yer tespiti talebinde bulunmanız halinde, taşınmazınızın tespiti yapılacaktır."
Merhabalar. Ev sahibim oğlum oturacak diyerek beni çıkartmak istiyor. Ev sahibi aynı ilçede 2 evi var 1 inde kendisi oturuyor diğerinde ben kiracıyım ve eve gireli 1 sene olacak. Oğlu da kendi oturdukları yani aynı ilçe içerisindeki evlerinde beraber yaşıyorlar. Onların oturduğu ev 3+1 benim oturduğum ev 1+1 ev sahibim beni mahkemeye oğlum oturacak diye çıkartabilir mi cevaplarsanız sevinirim teşekkür ederim.,10/14/2022 4:24:21 PM,Merhabalar. Ev sahibinizin Borçlar Kanunu 350/1-1. cümlesi gereği çocuğunun kullanma zorunluluğu varsa bunu ispat ederek sizi evden tahliye edebilir. Ancak bu şekilde sizi evden tahliye ettikten sonra 3 yıl boyunca sizden başka birisine evi kiralayamayacaktır. Siz kiralanan yıldaki zorunluluklar dışında yeni bir durum ortaya çıkmadığını iddia ederek evde oturmaya devam edebilirsiniz. Konu ile ilgili detaylı olarak görüşüp olayı netleştirebiliriz.
"Merhaba . Öncelikle sorularımıza cevap vermek için böyle bir ortam sağladığınız için teşekkür ederim. Bizim apartmanca sorunumuz evimizi 11 yıl önce tam tamamlamadan bırakan müteahhit ile ilgili. Müteahhit 11 yıl önce binamızı tam olarak bitirip iskân almadan bırakmış. Bunun nasıl olduğunu toprak sahibi ile ne gibi bir sözleşme yaptığını ne karşılığında anlaştığını bilmiyoruz. Toprak sahibi olduğu söylenen, halen apartmanda boş bir dairesi olan, kendisini hiç görmediğimiz yurtdışında yaşayan biri varmış. Ama çoğumuz onu hiç görmedik. Hepimiz dairelerimizi farklı kişilerden aldık. Çoğumuz da binada yeniyiz. Elimizde apartmanın resmi projesi dışında bir evrak da yok. Apartman yönetim planını tapudan aldık. Onda da doğru dürüst bir bilgi yok. Sorumuz şu: 1-Bildiğimiz kadarıyla kanuni olarak müteahhit binamıza iskan almak zorundaydı almamış. Bugüne kadar bu konuda bir şey yapılmamış. 11 yıl sonra biz müteahhidi buna hangi kanuni gerekçe ve yöntemlerle zorlayabiliriz. 2-Müteahhit binamızın otoparkını 11 yıl depo olarak kullanmış şimdi ısrarımız üzerine yavaş yavaş boşaltıyor. Otopark şu an dükkân gibi. Geçmiş yıllara ilişkin bu konuda maddi bir şey talep edebilir miyiz? En azından garajımızı garaj olacak şekilde tadil edip bırakmasını isteyebilir miyiz? 3-Binamızın asansörünü yapmış ama baktırdık kullanılacak durumda değil. Faal hale gelmek için en az 15-20 bin TL masraf var. Bina projede asansörlü görünüyor. Müteahhitten asansörü faal hale getirmesini kanuni yollardan isteyebilir miyiz? Bunun için ne yapmamız gerekiyor? Bütün bu eksiklerin yapılması için Asliye Hukuk Mahkemelerinde dava açabilir miyiz? Bu davaları açmak için avukat tutmak şart mı? Emekliyiz bir işimiz yok kendimiz takip edebilir miyiz? Dava açma masrafı çok mudur? Saygılar sunar şimdiden teşekkür ederim.",10/13/2022 11:21:08 PM,"Merhabalar. Öncelikle güzel övgüleriniz nedeniyle teşekkür ederiz. Öncelikle belediye ve tapu dairesine başvuruda bulunarak binanızın halen iskanının olmadığı ve bu konuda gerekli işlemlerin yapılmasını isteyebilirsiniz. Bu süreçte müteahhit hakkında ilgili makam ve kurumlara ihbar ve şikayette bulunabilirsiniz. Ayrıca tüm masrafları işlemler tamamlandıktan sonra müteahhitten talep edebilirsiniz. Müteahhitin binanın alt katında bulunan alanı kullanmasıyla ilgili olarak, geriye doğru beş yıl boyunca kullanım karşılığı olmak üzere kira bedelini talep edebilir. Bunun için “ecri misil” davası açabilirsiniz. Binanın asansörü ile ilgili olarak, bu konuda bir tespit yaptırıp müteahhite de ihtar çekmek suretiyle (müteahhit eksikliği gidermezse) tamirini siz yaptırabilirsiniz. Tamirden sonra müteahhite icra takibi yoluna gidebilirsiniz. Tüm bu hususlar çok ayrıntılı şekilde takip işlemi istediğinden avukat vasıtasıyla işlemleri yürütmenizi tavsiye ederiz. Ancak tabi ki asil olarak sizler de bu davayı takip edebilirsiniz. Dava açma masrafları açılacak davanın niteliğine göre değişiklik göstermektedir. Tüm bu cevaplardan sonra tavsiyemiz; öncelikle kat malikleri ile bir toplantı yaparak bina yöneticisi olarak (mümkünse bir avukat) bir kişiyi seçip, bu kişiye dava açma, takip etme yetkileri vermeniz ve bu kişinin de süreci hızlı bir şekilde takip etmesi olacaktır. Konu ile ilgili ayrıntılı görüşme sağlayabiliriz."
benim işlemedihim bir sucu ustume atillar ve ben o suc isledihi gun istegram sosyal medya patformunda fotolarimi paylaşiorum ve suc islendihi saatlerde ise yanimda olan arkadaşim oturdugumuz evin balkonundan video cekip paylaşior bunlar delil olarak görülürmü,10/10/2022 2:41:49 AM,Merhabalar. Tabi ki ceza yargılamasında üzerinize atılı suçu işlemediğinize ilişkin her türlü delili ileri sürebilirsiniz. Duruşmada belirttiğiniz hususları bir dilekçe ile mahkemeye sunabilirsiniz.
Yeni aldigim evin ev sahibinden 62 yaşında olan bir babadan aldim iki cocugun çıkıp iki tane cocugun çıkmaması evden cikmiyorlar ve mulk sahibi olduklarini iddia ediyorlar kira sozlesmeleride yok nasil bir yola basvurabilirim...,10/7/2022 9:34:53 PM,"Merhaba. İhtar çekip, süre vererek çıkmalarını isteyebilirsiniz. Süreçte çıkmamaları halinde tahliye davası açabilirsiniz."
Merhaba kolay gelsin benim sorum sgk ile benim 4500 gün yatan prim sigortam var sgk emekli sandığı ben 35 yaşındayım emekli olmak istemiyorum bu içerde ki sgkda olsn paramı geri çekebilirmiyim nasıl bir yol izlemem gerekli araştırma yaptım yaş şartı istiyor yargıtay vs anayasa mahkemesine başvuru gibi örnek davalar varmıdır teşekkür ederim saolun,10/6/2022 12:12:50 PM,Merhaba. Yatmış olan sigorta priminizin iadesi gibi bir yol ne yazık ki yok. Yaşınızı bekleyerek emekli olabilirsiniz.
Merhabalar 12 ağustosta garanti kapsamındaki aracım arıza sebebiyle servise bıraktım 45 iş günü içerisinde tamir edilemedi garanti koşullarında 45 iş günü içerisinde teslim etmek zorunda oldukları yazıyor tüketici mahkemesine başvurmak yeni araç almamızı veya tazminat almamızı sağlar mı acaba? Teşekkürler şimdiden,10/5/2022 9:31:55 PM,"Merhabalar. Garanti kapsamında olan aracınızın arızasının belirtilen süre içerisinde tamir edilmemesi halinde bazı seçimlik haklarınız var. Bu haklardan birisi de arızalı aracın iadesidir. Siz de aracı iade, yenisi ile değiştirme gibi haklarınızı kullanabilirsiniz. Ayrıca bu hususta taleplerinizin gerekçesiz olarak cevapsız bırakılması halinde uğradığınız zararlarla ilgili tazminat hakkınız da olacaktır. Konu ile ilgili profesyonel avukat desteği almanızı tavsiye ederiz."
"Eşimle davalık olduk yeniden birleşmek istiyor. Bir daha yapmayacağına dair yazı yazıp imzalamasını istiyorum.Daha sonra işime yarar mı, yoksa işe yaramaz bi kağıt mı olur",10/3/2022 7:33:17 AM,Merhaba. Bu şekilde bir sözleşme geçerli olmayacaktır.
Merhaba annem ve babamdan kalan mirası aramızda paylaşamıyoruz satmak için mahkeme açmamız lazımmı mirasçılar 1.ben 2.Abim engelli(kısıtlı) ve 3. vefat abimin çocukları var hiç bişy bilmiyorum lütfen yardımcı olurmusunuz,10/2/2022 6:31:19 PM,"Merhabalar. Satış yapabilmek için ortaklığın giderilmesi davası açmanız gerekiyor. Bu dava ile mahkeme yasal mirasçılara tebligat çıkarıp müşterek mülkiyetle malik olduğunuz taşınmazların satışını gerçekleştirecek, satış bedelini aranızda taksim edecektir."
Sözleşmeli er olarak görev yapıyorum mesleği bırakırsam sicilim bozulurmu kamu sektöründe çalışamama gibi bir durum söz konusu olurmu,9/28/2022 6:45:13 AM,Merhaba. Yapmış olduğunuz görevi istifa yoluyla bırakmanız halinde herhangi bir sicil kaydı işlenmez. Ayrıca başka sektörde çalışmanız yönünde de engel bir durum olmaz.
ev sahıbı kızının konut gereksınımı nedenıyle noter den konutun tahlıyesı ıcın ıhtarname yolladı.konutu sadece bu ıhtarname ıle terkedersem evi bır baskasına kıralaması halınde tazmınat ısteyebılırmıyım.yoksa mahkeme tahlıye kararı sartmıdır.,9/27/2022 1:38:11 PM,"Merhaba. Ev sahibi ihtiyacı gereksinimi ile evin tahliyesini isteyip sizin evi boşaltmanız halinde, iki yıl boyunca belirtilen ihtiyaç harici başka bir şekilde kullanamaz. Böyle bir durumda tazminat davası açabilirsiniz."
Merhaba. İyi günler bi konu hakkında yazıyorum konu şu şekilde biz bir mütahitle anlaştık ve daireye Mütahit bize teminat olarak senet imzaladı dairenin bütün ücreti Ödemiş bulunmaktayız bize Mütahit tapu vermemekte şuan bize şuan da dairenin bazı eksiklikleri bitmeden tapuyu veremeyeceğini söylemekte biz şuan aldığımız daireye teminat olarak senet harici dairemize herhangi bir satış durumu olmasın diye hangi yolu izlemeliyim hangi yol izlenebilir.,9/26/2022 11:31:42 PM,"Merhaba. Belirttiğiniz şekilde bir sorunla karşılaşmamak amaçlı, müteahhit belirtilen sürede teslim etmemişse veya başkaca bir sorun varsa, tedbir talepli dava açmanız mümkün olacaktır. Konu ile ilgili ayrıntılı yardım için iletişime geçebilirsiniz."
Merhabalar bizim bir evimiz var. Ev için annem abim ben olmak üzere 3 hissedarız. Evi kiraya verdik. Kiracımız Astsubay şehir dışından geldi oturmadan önce sözlesmeye imzalayamadık. Şimdi 3 ay oldu sözleşmeyi imzalamicam bunun için evime gelmeyin demeye başladı. Tehditvari konuşmalar yapıyor. Ben zaten 1 yıl oturcam sözleşmeye gerek yok 1 yıl sonra konuşuruz diyor. Biz bu duruma kiracıyı çıkarmak istiyoruz. Ne yapabiliriz?,9/26/2022 11:19:18 PM,Merhabalar. Bu hususta noter ihtarı çekip şartları belirleyebilir ve devamında da tahliye davası açabilirsiniz.
Meraba nafaka borcum var bir kısmını ödedim bir kısmı duruyor tutuklamak olup olmadığını nasıl ogrenirim,9/25/2022 6:31:38 PM,Merhaba. Nafaka alacaklısı ödenmeyen kısım için icra takibi yapabilir.
"Merhaba iyi günler, 3 gün önce 1 yıllık kiralık ev sözleşme imzaladım, benden önce kalan kişi olduğu için ağustos ayında bir kira bedeli belirlemişik ve benden depozito istememişlerdi, son kalan kiracının evden çıkmasıyla ev çok yıpranmıştı ve doğal olarak gerekli ihtiyaçlar doğmuştu, ben evin benden kaynaklı olmayan önceden kalan kiracıdan kaynaklı olduğunu gösteren bir fotoğraf ve yazı atmıştım ev sahibine, lakin onlar kendi üzerlerine alınıp biz ne yapalım gibisinden, artık özgürsün, sözleşme bitince evden çıkarsın sabrımız bitti gibi şeyler söylediler, evin dolapları çürümüş, davlumbazın filtresi ise kırılmıştı. Sadece bir dolap atarak böyle düşünmelerine anlam veremedim, en başında konuşurken uzun süre kalmak istediğimi söylemiştim ama şimdi böyle bir durumla karşılaşıyorum. Eve kendi düzenimi oturttum ama 1 yılın sonunda da çıkmak istemiyorum açıkçası? Bunun in ne yapılabilir?",9/24/2022 10:59:45 PM,"Merhabalar. Evin ana yapısına ilişkin yaptığınız tamiratlar (mutfak dolabı, kombi, davlumbaz tamiri vb.) ev sahibi tarafından yapılması gereken tadilatlardandır. Bunun haricinde ev sahibinin kontrat süresi sonunda tahliye talep edebilmesi sadece belli şartlara tabidir. Anlattığınız kadarıyla böyle bir şartta yoktur. Dolayısıyla bir yılın sonunda çıkmak istemiyorsanız, kontrat aynı şartlarla bir yıl daha uzamış sayılır. Daha ayrıntılı bilgi için sözlü yardım alabilirsiniz."
Eşim Dükkanı Benim Üzerime Devretmişti. Fakat şimdi ondan habersiz kendisi haricinde bir başkasına devir yapmamam ile ilgili sözleşme imzalattı. Daha önce dükkanı benim üzerine devir ederken imza falan atmamıştım Ben Kendisi Halletmişti Bundan Dolayı Ya kendisi Başkasının üzerine geçirip Ben devir yapmıştım Gibi suçu benim üzerime Atabilir mi ? Yada Bu durumda Ben Ne yapmalıyım?,9/23/2022 10:51:37 AM,Merhabalar. Sözleşmenin tapuya şerh edilip edilmediği ve sözleşme içeriğini öğrendikten sonra net cevap verebiliriz. Bu şekilde tapu sizin üzerinizeyse herhangi bir şart ileri sürerek (sizin rızanız dışında) mülkiyet hakkınıza müdahale mümkün değildir.
Biz yedi kardeşiz annem sağ babam rahmetli kardeslerimle anlaştık hepsi babamın evini üzerime yapmak üzere anlastik şimdi tapu işlemleri için ne yapmam gerekir ve nekadar ücret cikar,9/21/2022 8:15:59 PM,"Merhabalar. İşlemlerinizi hep beraber tapudan randevu alarak, beraberce tapuya gidip halledebilirsiniz. İsterseniz bu süreçte size yardımcı olabiliriz."
Evkur'dan alışveriş yaptım birtaksit ödedim 75gun oldu teslim edilmedi sözleşmemi iptal etmek istiyorum etmiyorlar şu an yurt dışındayım birkaç sefer aradım mail de attım ama bir türlü iptal etmiyorlar yurt dışında olduğum için nasıl mahkemeye verebilirim,9/20/2022 6:33:55 PM,"Merhabalar. Türkiye'de bir avukata vekalet vererek yasal yolları takip edebileceğiniz gibi, mail-mesaj yoluyla da durumunuzu anlatarak siparişinizi iptal ettiğinizi beyan edebilirsiniz. Bu işlemlerden sonra size karşı bir hak iddiasında bulunulması halinde belirtilen iletileri saklamanız ve bunları delil olarak sunmanız gerekecektir."
Bir kurumun ev İnternetini kullanıyordum 2 yıl dolduktan sonra bana sormadan paketi yenilediler dava açabilir miyim açarsam ne elde etmiş olurum,9/19/2022 8:52:12 PM,"Merhabalar. Sizin rızanız dışında paketin yenilenmesi halinde, isterseniz iptal hakkını kullanabilirsiniz. Talebinizi yerine getirmezler veya cezai şart uygularlarsa Tüketici Hakem Heyeti'ne başvurabilirsiniz."
"Eylül 2022 de kira artış zamanı geldi ve ev sahibi benden yüzde 60 zam yapmamı istiyor fakat ben bunu kabul etmeyince noter den ihtarname göndereceğim evi boşalt kendim oturacağım diyor,kendisi yurt dışında yazdan yaza geliyor ve bu evde hiç oturmamış hep kiraya vermiş,ve zaten geldiğinde kendisinin kaldığı devamlı bir ev var,ne yapmam lazım bu konuda",9/19/2022 6:18:48 PM,Merhaba. Mevzuat gereği ev sahibinin %25 üzerinde bir artış yapma hakkı yok. Bunun üzerinde yapılacak artışları kabul etmeme hakkınız mevcut. Kendisi oturacağını beyan ederek evi boşaltmanız yönünde ihtar çekmesi halinde bu durumu ispatlaması gerekiyor. Böyle bir ihtar çekilmesi halinde siz de karşı ihtar çekebilir veya eylemsiz kalabilirsiniz. Olası bir dava durumunda da anlattığınız hususlar haklı sebep olarak kabul edilecektir.
Ben 12 ay tahattutde kalma ile 180 TL lik türk Telekom faturalida pirme 40 GB ta geçtim bana 12 ay boyunca fiyat artışı olmaz dediler ama 3 ay geçmeden faturam 333 TL oluverdi şikayetci olsam birşey çıkarmı ?,9/19/2022 5:59:54 AM,Merhabalar. Konu ile ilgili şirkete itiraz da bulunabilir ve tüketici hakem heyetine başvuru yapabilirsiniz.
Sorum şu benim adıma olan tarlayı eşine satım ve sonra bankalarda kiredi kullandım ve dolandirildim ödeme gücüm yok bana gelen haciz eşimi etkilermi tapusunu,9/17/2022 10:23:00 PM,Merhaba. Bahse konu tarlayı eşinize satış yolu ile devredip parasını da almışsanız herhangi bir sorun olmayacaktır. Ancak sadece icradan kurtarmak amacıyla eşinize yapılan devirde alacaklıların tapu iptal ve tescil davası açmaları halinde aleyhinize bir durum oluşabilir.
"Merhaba, 2 senelik kiraciyim, ilk yıl kontrat yaptık ama 2. yıl ev sahibinin isteği üzerine kontrat yapmadık, ve kiraları bankadan diğer ödemeler adı altında yaptırmamızı söyledi, şimdi de 2. Sene de dolduğu için kiraya neredeyse %100 zam yapmak istiyor ve devletin üst sınır olarak belirlemiş olduğu %25 lik zammı kabul etmiyor, bu durumda ben buna itiraz etmek istiyorum ama öncelikle 2 sene boyunca ev sahibine ödemiş olduğumuz kiraları nasıl ispat edebilirim, bununla ilgili bilgi almak istiyorum, teşekkür ederim.",9/16/2022 5:26:27 PM,"Merhaba. Ev sahibinizin hesabına aylık düzenli olarak aynı miktar parayı yatırmış olmanız, kirayı ödediğinizin göstergesidir. ayrıca ilk yapılan kontrat feshedilmezse ikinci yıl da geçerliliğini korumaktadır. Normal şekilde, yapılan düzenleme kapsamında %25 artış ile evde oturmaya devam edebilirsiniz."
İyi günler benim ablam %100 engelli vasiliği babamın üzerine. Ben ablamın vasiliğii almak istiyorum. Ne davası açmam gerekiyor?,9/14/2022 4:30:57 PM,Merhabalar. Babanızın rızası varsa birlikte mahkemeye başvurarak vasi değişimi yapabilirsiniz. Babanızın rızası yoksa siz babanızın bu görevi yerine neden getiremediğini ayrıntılı şekilde açıklayarak vesayet dairesine (sulh hukuk mahkemesi) başvurmanız gerekmektedir.
Merhaba tapusu bana ait olan dairemi 2 sene önce babam kiraya verdi kira kontratı onun adına yapıldı ancak su an babamla ters düştük borcum yüzünden evi satmam gerekiyor kiracıda babam evi gösterme dediği için göstermiyor nasıl bir yol izleyebilirim acil bir şekilde evi satmam gerekiyor yoksa icradan satılacak zararım olacak,9/14/2022 3:24:34 PM,Merhabalar. Ev sizin üzerinize kayıtlı olduğundan babanızın herhangi bir tasarruf hakkı yok. Bu kapsamda babanız tarafından yapılan kontrat da geçersiz. Dolayısı ile siz ev üzerinde istediğiniz şekilde tasarrufta bulunabilirsiniz. Kiracının veya babanızın buna karşı çıkma hakkı yoktur. Müracaatınız halinde gerekli ihtar ve işlemler konusunda yardımcı olabiliriz.
